"No.","Time","Source","Destination","Protocol","Length","Info"
"32054","94.466699000","140.138.2.109","140.138.148.138","DNS","176","Standard query response 0x503a No such name"
"32289","95.555885000","fe80::298d:a209:457a:cf6c","ff02::1:3","LLMNR","84","Standard query 0xd873  A wpad"
"32290","95.555886000","140.138.148.90","224.0.0.252","LLMNR","64","Standard query 0xd873  A wpad"
"32311","95.656086000","fe80::298d:a209:457a:cf6c","ff02::1:3","LLMNR","84","Standard query 0xd873  A wpad"
"32312","95.656087000","140.138.148.90","224.0.0.252","LLMNR","64","Standard query 0xd873  A wpad"
"32394","95.975794000","140.138.148.138","140.138.2.109","DNS","104","Standard query 0xa6a8  A lwl48cvoun40gxn40p22nxcqa37d50c29etiqe21.net"
"32444","96.192775000","140.138.2.109","140.138.148.138","DNS","177","Standard query response 0xa6a8 No such name"
"32472","96.330037000","fe80::a5f1:c37d:b89b:9f6e","ff02::1:3","LLMNR","84","Standard query 0x1f7d  A wpad"
"32473","96.330039000","140.138.149.171","224.0.0.252","LLMNR","64","Standard query 0x1f7d  A wpad"
"32477","96.430143000","fe80::a5f1:c37d:b89b:9f6e","ff02::1:3","LLMNR","84","Standard query 0x1f7d  A wpad"
"32478","96.430145000","140.138.149.171","224.0.0.252","LLMNR","64","Standard query 0x1f7d  A wpad"
"32480","96.456973000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xb797  A wpad"
"32481","96.456976000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xb797  A wpad"
"32496","96.556906000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xb797  A wpad"
"32497","96.556908000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xb797  A wpad"
"32554","96.985495000","fe80::a9c9:878b:d4a7:e6d5","ff02::1:3","LLMNR","84","Standard query 0x091d  A wpad"
"32555","96.985497000","140.138.148.128","224.0.0.252","LLMNR","64","Standard query 0x091d  A wpad"
"32565","97.084783000","fe80::a9c9:878b:d4a7:e6d5","ff02::1:3","LLMNR","84","Standard query 0x091d  A wpad"
"32566","97.084786000","140.138.148.128","224.0.0.252","LLMNR","64","Standard query 0x091d  A wpad"
"32661","97.695481000","140.138.148.138","140.138.2.109","DNS","105","Standard query 0x8a9d  A h44j46grh44k47jxfrb28jqhrgqn60m29lwi25e31.org"
"32669","97.778256000","140.138.2.109","140.138.148.138","DNS","168","Standard query response 0x8a9d No such name"
"32714","98.249262000","140.138.148.3","224.0.0.252","LLMNR","64","Standard query 0xb50f  A wpad"
"32743","98.343582000","140.138.148.3","224.0.0.252","LLMNR","64","Standard query 0xb50f  A wpad"
"32808","99.140627000","fe80::88c6:5f5:dad3:2965","ff02::1:3","LLMNR","84","Standard query 0x3a32  A wpad"
"32809","99.140629000","140.138.148.124","224.0.0.252","LLMNR","64","Standard query 0x3a32  A wpad"
"32823","99.240519000","fe80::88c6:5f5:dad3:2965","ff02::1:3","LLMNR","84","Standard query 0x3a32  A wpad"
"32824","99.240520000","140.138.148.124","224.0.0.252","LLMNR","64","Standard query 0x3a32  A wpad"
"32826","99.271133000","140.138.148.138","140.138.2.109","DNS","105","Standard query 0x1cc1  A msjrf12h64h14kwnwpum59gsbyp32btj16j66c19.info"
"32833","99.315744000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","86","Standard query 0x89ef  A isatap"
"32834","99.315745000","140.138.149.159","224.0.0.252","LLMNR","66","Standard query 0x89ef  A isatap"
"32835","99.325456000","140.138.2.109","140.138.148.138","DNS","165","Standard query response 0x1cc1 No such name"
"32836","99.327393000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x51bc  A wpad"
"32837","99.327394000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x51bc  A wpad"
"32846","99.415151000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","86","Standard query 0x89ef  A isatap"
"32847","99.415153000","140.138.149.159","224.0.0.252","LLMNR","66","Standard query 0x89ef  A isatap"
"32850","99.426768000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x51bc  A wpad"
"32851","99.428095000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x51bc  A wpad"
"32900","99.714617000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","92","Standard query 0xbacd  ANY 1509B-x86-PC"
"32901","99.714618000","140.138.149.159","224.0.0.252","LLMNR","72","Standard query 0xbacd  ANY 1509B-x86-PC"
"32914","99.820420000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","92","Standard query 0xbacd  ANY 1509B-x86-PC"
"32915","99.820421000","140.138.149.159","224.0.0.252","LLMNR","72","Standard query 0xbacd  ANY 1509B-x86-PC"
"32925","99.872880000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0xa61c  A wpad"
"32926","99.872883000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0xa61c  A wpad"
"32942","99.977242000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0xa61c  A wpad"
"32943","99.977242000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0xa61c  A wpad"
"32971","100.224741000","fe80::5c7:7e0d:4e9c:d1d0","ff02::1:3","LLMNR","84","Standard query 0xb0a1  A wpad"
"32972","100.224744000","140.138.149.73","224.0.0.252","LLMNR","64","Standard query 0xb0a1  A wpad"
"32982","100.291670000","fe80::8494:6f3b:69de:a384","ff02::1:3","LLMNR","84","Standard query 0xd881  A wpad"
"32983","100.291673000","140.138.148.151","224.0.0.252","LLMNR","64","Standard query 0xd881  A wpad"
"32989","100.326295000","fe80::5c7:7e0d:4e9c:d1d0","ff02::1:3","LLMNR","84","Standard query 0xb0a1  A wpad"
"32990","100.326297000","140.138.149.73","224.0.0.252","LLMNR","64","Standard query 0xb0a1  A wpad"
"33005","100.391387000","fe80::8494:6f3b:69de:a384","ff02::1:3","LLMNR","84","Standard query 0xd881  A wpad"
"33006","100.391389000","140.138.148.151","224.0.0.252","LLMNR","64","Standard query 0xd881  A wpad"
"33088","100.834652000","140.138.148.138","140.138.2.109","DNS","104","Standard query 0xea5f  A l48h34jrevc49gqkre31kwc69cqfqa37bqh24l68.biz"
"33131","101.003739000","140.138.2.109","140.138.148.138","DNS","166","Standard query response 0xea5f No such name"
"33334","101.937005000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","86","Standard query 0xba28  A isatap"
"33335","101.937006000","140.138.149.159","224.0.0.252","LLMNR","66","Standard query 0xba28  A isatap"
"33338","101.944949000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xf15c  A wpad"
"33339","101.944951000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xf15c  A wpad"
"33356","102.035618000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","86","Standard query 0xba28  A isatap"
"33357","102.035619000","140.138.149.159","224.0.0.252","LLMNR","66","Standard query 0xba28  A isatap"
"33361","102.044143000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xf15c  A wpad"
"33362","102.044144000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xf15c  A wpad"
"33383","102.303583000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","92","Standard query 0x5222  ANY 1509B-x86-PC"
"33384","102.303584000","140.138.149.159","224.0.0.252","LLMNR","72","Standard query 0x5222  ANY 1509B-x86-PC"
"33387","102.321906000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0xb622  A wpad"
"33388","102.321907000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0xb622  A wpad"
"33393","102.409992000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","92","Standard query 0x5222  ANY 1509B-x86-PC"
"33394","102.409994000","140.138.149.159","224.0.0.252","LLMNR","72","Standard query 0x5222  ANY 1509B-x86-PC"
"33395","102.425545000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","84","Standard query 0xb622  A wpad"
"33396","102.425547000","140.138.149.159","224.0.0.252","LLMNR","64","Standard query 0xb622  A wpad"
"33405","102.510189000","140.138.148.138","140.138.2.109","DNS","101","Standard query 0x0295  A g53c69hxptc59g13lzgul28fuewosdqmyatn60.ru"
"33428","102.635923000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","92","Standard query 0x5c11  ANY 1509B-x86-PC"
"33429","102.635923000","140.138.149.159","224.0.0.252","LLMNR","72","Standard query 0x5c11  ANY 1509B-x86-PC"
"33442","102.738051000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","92","Standard query 0x5c11  ANY 1509B-x86-PC"
"33443","102.738053000","140.138.149.159","224.0.0.252","LLMNR","72","Standard query 0x5c11  ANY 1509B-x86-PC"
"33445","102.770686000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","88","Standard query 0x63a0  A 1703B-PC"
"33446","102.770687000","140.138.148.97","224.0.0.252","LLMNR","68","Standard query 0x63a0  A 1703B-PC"
"33447","102.772741000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","88","Standard query 0xbcb0  AAAA 1703B-PC"
"33448","102.790048000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","88","Standard query 0xd694  A 1703B-PC"
"33449","102.790050000","140.138.148.97","224.0.0.252","LLMNR","68","Standard query 0xd694  A 1703B-PC"
"33450","102.793701000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","88","Standard query 0xef5a  AAAA 1703B-PC"
"33459","102.861485000","140.138.2.109","140.138.148.138","DNS","162","Standard query response 0x0295 No such name"
"33582","103.648295000","fe80::41bb:434b:de32:e031","ff02::1:3","LLMNR","84","Standard query 0xfd04  A wpad"
"33583","103.648296000","140.138.149.145","224.0.0.252","LLMNR","64","Standard query 0xfd04  A wpad"
"33632","103.754380000","fe80::41bb:434b:de32:e031","ff02::1:3","LLMNR","84","Standard query 0xfd04  A wpad"
"33634","103.754708000","140.138.149.145","224.0.0.252","LLMNR","64","Standard query 0xfd04  A wpad"
"33984","104.367712000","140.138.148.138","140.138.2.109","DNS","101","Standard query 0x2073  A pyo41d10jwnrlueteyn10hrbxfxgzi65jsp22.com"
"34014","104.431309000","140.138.2.109","140.138.148.138","DNS","174","Standard query response 0x2073 No such name"
"34044","104.532284000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","86","Standard query 0x7746  A isatap"
"34045","104.532286000","140.138.149.159","224.0.0.252","LLMNR","66","Standard query 0x7746  A isatap"
"34050","104.549442000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x3af8  A wpad"
"34051","104.549444000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x3af8  A wpad"
"34076","104.621806000","140.138.148.12","224.0.0.252","LLMNR","64","Standard query 0x9788  A wpad"
"34084","104.642450000","140.138.149.159","224.0.0.252","LLMNR","66","Standard query 0x7746  A isatap"
"34085","104.642450000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","86","Standard query 0x7746  A isatap"
"34088","104.649339000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x3af8  A wpad"
"34089","104.649342000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x3af8  A wpad"
"34125","104.721029000","140.138.148.12","224.0.0.252","LLMNR","64","Standard query 0x9788  A wpad"
"34297","105.330415000","fe80::b5e6:ab10:6bd3:492","ff02::1:3","LLMNR","84","Standard query 0x1cdf  A wpad"
"34298","105.330416000","140.138.149.76","224.0.0.252","LLMNR","64","Standard query 0x1cdf  A wpad"
"34304","105.429947000","fe80::b5e6:ab10:6bd3:492","ff02::1:3","LLMNR","84","Standard query 0x1cdf  A wpad"
"34305","105.429950000","140.138.149.76","224.0.0.252","LLMNR","64","Standard query 0x1cdf  A wpad"
"34363","105.938098000","140.138.148.138","140.138.2.109","DNS","104","Standard query 0x2e15  A hxl68g63k47krg53bun40bujxetd10o61lwoqnt.info"
"34396","106.079278000","140.138.2.109","140.138.148.138","DNS","164","Standard query response 0x2e15 No such name"
"34630","107.137314000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","86","Standard query 0x35dc  A isatap"
"34631","107.137316000","140.138.149.159","224.0.0.252","LLMNR","66","Standard query 0x35dc  A isatap"
"34632","107.138943000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xdee9  A wpad"
"34633","107.138945000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xdee9  A wpad"
"34659","107.239568000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xdee9  A wpad"
"34660","107.239569000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xdee9  A wpad"
"34663","107.245947000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","86","Standard query 0x35dc  A isatap"
"34664","107.245949000","140.138.149.159","224.0.0.252","LLMNR","66","Standard query 0x35dc  A isatap"
"34813","107.584945000","140.138.148.138","140.138.2.109","DNS","104","Standard query 0xabed  A e31e11ewdsd60b28nqnsi45l58axc39iukxc29pv.org"
"34848","107.704810000","fe80::a50d:a4b3:fe9e:f627","ff02::1:3","LLMNR","84","Standard query 0xca8a  A wpad"
"34849","107.704810000","140.138.148.112","224.0.0.252","LLMNR","64","Standard query 0xca8a  A wpad"
"34854","107.726823000","140.138.2.109","140.138.148.138","DNS","167","Standard query response 0xabed No such name"
"34864","107.801513000","fe80::a50d:a4b3:fe9e:f627","ff02::1:3","LLMNR","84","Standard query 0xca8a  A wpad"
"34865","107.801515000","140.138.148.112","224.0.0.252","LLMNR","64","Standard query 0xca8a  A wpad"
"34970","108.234066000","fe80::e4f7:494:16c8:d054","ff02::1:3","LLMNR","95","Standard query 0xbfed  A A5AEA05074054F4"
"34972","108.235829000","140.138.148.66","224.0.0.252","LLMNR","75","Standard query 0xbfed  A A5AEA05074054F4"
"35005","108.336583000","fe80::e4f7:494:16c8:d054","ff02::1:3","LLMNR","95","Standard query 0xbfed  A A5AEA05074054F4"
"35006","108.336585000","140.138.148.66","224.0.0.252","LLMNR","75","Standard query 0xbfed  A A5AEA05074054F4"
"35276","109.150738000","fe80::cb2:353f:d47e:9c2d","ff02::1:3","LLMNR","84","Standard query 0xb6d7  A wpad"
"35277","109.150739000","140.138.149.74","224.0.0.252","LLMNR","64","Standard query 0xb6d7  A wpad"
"35303","109.232297000","140.138.148.138","140.138.2.109","DNS","101","Standard query 0x4f14  A jreunrkyl28cxh14mvm29gtazjrdtouk57f52.biz"
"35307","109.254705000","fe80::cb2:353f:d47e:9c2d","ff02::1:3","LLMNR","84","Standard query 0xb6d7  A wpad"
"35308","109.254706000","140.138.149.74","224.0.0.252","LLMNR","64","Standard query 0xb6d7  A wpad"
"35309","109.259658000","140.138.2.109","140.138.148.138","DNS","163","Standard query response 0x4f14 No such name"
"35326","109.372063000","fe80::18a5:652:8ef8:7338","ff02::1:3","LLMNR","84","Standard query 0xa276  A wpad"
"35327","109.372066000","140.138.148.29","224.0.0.252","LLMNR","64","Standard query 0xa276  A wpad"
"35362","109.468694000","fe80::18a5:652:8ef8:7338","ff02::1:3","LLMNR","84","Standard query 0xa276  A wpad"
"35363","109.468696000","140.138.148.29","224.0.0.252","LLMNR","64","Standard query 0xa276  A wpad"
"35401","109.578981000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0xfd97  A wpad"
"35402","109.578984000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0xfd97  A wpad"
"35464","109.686422000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0xfd97  A wpad"
"35465","109.686424000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0xfd97  A wpad"
"35473","109.742481000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","86","Standard query 0xae7e  A isatap"
"35474","109.742482000","140.138.149.159","224.0.0.252","LLMNR","66","Standard query 0xae7e  A isatap"
"35475","109.744559000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xc1a9  A wpad"
"35476","109.744560000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xc1a9  A wpad"
"35486","109.844597000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xc1a9  A wpad"
"35487","109.844598000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xc1a9  A wpad"
"35488","109.851169000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","86","Standard query 0xae7e  A isatap"
"35489","109.851172000","140.138.149.159","224.0.0.252","LLMNR","66","Standard query 0xae7e  A isatap"
"35804","110.770030000","140.138.148.138","140.138.2.109","DNS","104","Standard query 0x2e1a  A bzn40gzkue31jveua17k67cwg63c49g13n40gtcr.com"
"35826","110.810198000","fe80::91dc:bd1d:2972:e525","ff02::1:3","LLMNR","84","Standard query 0xb157  A wpad"
"35827","110.810545000","140.138.148.81","224.0.0.252","LLMNR","64","Standard query 0xb157  A wpad"
"35853","110.911002000","fe80::91dc:bd1d:2972:e525","ff02::1:3","LLMNR","84","Standard query 0xb157  A wpad"
"35854","110.911004000","140.138.148.81","224.0.0.252","LLMNR","64","Standard query 0xb157  A wpad"
"35856","110.934620000","140.138.2.109","140.138.148.138","DNS","177","Standard query response 0x2e1a No such name"
"36048","111.629806000","140.138.149.159","224.0.0.251","MDNS","106","Standard query 0x0000  PTR _sleep-proxy._udp.local, ""QM"" question"
"36219","112.066372000","140.138.149.159","224.0.0.251","MDNS","205","Standard query 0x0000  ANY 1509B-x86-PC.local, ""QU"" question ANY 1509B-x86-PC.local, ""QU"" question ANY 1509B-X86-PC._nvstream._tcp.local, ""QU"" question"
"36314","112.331540000","140.138.149.159","224.0.0.251","MDNS","205","Standard query 0x0000  ANY 1509B-x86-PC.local, ""QM"" question ANY 1509B-x86-PC.local, ""QM"" question ANY 1509B-X86-PC._nvstream._tcp.local, ""QM"" question"
"36323","112.348098000","140.138.149.159","224.0.0.252","LLMNR","66","Standard query 0x75f2  A isatap"
"36324","112.348099000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","86","Standard query 0x75f2  A isatap"
"36353","112.439581000","140.138.148.138","140.138.2.109","DNS","101","Standard query 0xc30e  A l58ktj46nzc49bzpvd40lvk67aucyptc69mucq.ru"
"36360","112.456691000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","86","Standard query 0x75f2  A isatap"
"36361","112.456692000","140.138.149.159","224.0.0.252","LLMNR","66","Standard query 0x75f2  A isatap"
"36368","112.463750000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x2b19  A wpad"
"36369","112.463751000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x2b19  A wpad"
"36371","112.468552000","140.138.2.109","140.138.148.138","DNS","162","Standard query response 0xc30e No such name"
